pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
scaffold573_383040	383040	383040	0.05	17813.7	0.1	20801.1	-0.155038	-0.916267	0
scaffold573_383042	383042	383042	0.05	16999.6	0.05	20270.5	-0.175978	-0.965258	0
scaffold573_383047	383047	383047	0.05	17617.2	0.1	20945.5	-0.173043	-0.958391	0
scaffold573_383054	383054	383054	0.575	15114.1	0.475	17234.7	-0.131299	-0.860728	0
scaffold573_433492	433492	433492	0.375	14055.6	0	22482.6	-0.469718	-1.65249	0
scaffold573_433496	433496	433496	0.375	14055.6	0	22482.6	-0.469718	-1.65249	0
scaffold573_433498	433498	433498	0.075	12960.3	0.075	20022.9	-0.434982	-1.57122	0
scaffold573_433724	433724	433724	0.4	11586.9	0	20050.9	-0.548398	-1.83657	0
scaffold573_433781	433781	433781	0.4	11586.9	0	20050.9	-0.548398	-1.83657	0
scaffold573_433809	433809	433809	0	11595.5	0.1	17514.3	-0.412402	-1.51839	0
scaffold573_433810	433810	433810	0	11595.5	0.1	17514.3	-0.412402	-1.51839	0
scaffold573_433815	433815	433815	0.4	11586.9	0	17514.8	-0.413172	-1.52019	0
scaffold574_30034	30034	30034	0.475	3022.76	0.45	1092.33	1.01786	1.82783	0
scaffold574_30039	30039	30039	0.475	3022.76	0.45	1092.33	1.01786	1.82783	0
scaffold574_30314	30314	30314	0.4	3027.59	0.075	1261.74	0.875274	1.49424	0
scaffold574_30316	30316	30316	0.05	3432.66	0.05	1325.11	0.951845	1.67338	0
scaffold574_30357	30357	30357	0.45	3496.37	0.375	1260.07	1.02056	1.83415	0
scaffold574_30383	30383	30383	0.45	5159.21	0.325	2511.64	0.719848	1.1306	0
scaffold574_30395	30395	30395	0.45	5145.67	0.425	2496.23	0.723373	1.13885	0
scaffold574_30410	30410	30410	0.2	6628.3	0.05	3735.75	0.5734	0.787977	0
scaffold574_30425	30425	30425	0.05	7996.56	0.1	3987.48	0.695851	1.07446	0
scaffold574_30464	30464	30464	0.05	7996.56	0.1	3987.48	0.695851	1.07446	0
scaffold574_30649	30649	30649	0	8384.84	0.3	4665.1	0.586316	0.818195	0
scaffold574_30665	30665	30665	0.25	8288.27	0.4	4607.85	0.58708	0.819983	0
scaffold574_30673	30673	30673	0.525	15190.3	0.125	9585.86	0.460371	0.523536	0
scaffold574_30691	30691	30691	0	17740	0.3	9993.31	0.573906	0.789161	0
scaffold574_30710	30710	30710	0.55	17724.2	0.375	10637.8	0.510516	0.640854	0
scaffold574_30713	30713	30713	0.55	17724.2	0.125	15189.8	0.154312	-0.192516	0
scaffold574_171841	171841	171841	0.925	24830.8	0.475	12558.5	0.681684	1.04132	0
scaffold574_171842	171842	171842	0.925	24830.8	0.475	12558.5	0.681684	1.04132	0
scaffold574_171846	171846	171846	0.575	19142.1	0.35	10938	0.559647	0.755801	0
scaffold574_171855	171855	171855	0.6	19097.5	0.35	8271.57	0.836732	1.40407	0
scaffold574_171865	171865	171865	0	19345.4	0.25	8054.97	0.876167	1.49633	0
scaffold574_172077	172077	172077	0	19351	0.325	8616.4	0.809075	1.33936	0
scaffold574_172091	172091	172091	0.575	19238.9	0.325	9301.26	0.726783	1.14683	0
scaffold574_172103	172103	172103	0.325	19017.3	0	9306.44	0.714641	1.11842	0
scaffold574_172114	172114	172114	0.575	20697.1	0.325	9668.14	0.761158	1.22725	0
scaffold574_172130	172130	172130	0.575	20697.1	0.35	9880.69	0.739411	1.17637	0
scaffold574_172132	172132	172132	0	35724.9	0.225	11735.8	1.11321	2.05091	1
scaffold574_172142	172142	172142	0	35719.1	0.25	12456.9	1.05341	1.911	0
scaffold574_172153	172153	172153	1	35719.1	0.425	17745.8	0.699538	1.911	0
scaffold574_182721	182721	182721	0.375	30415.8	0.1	28793.5	0.0548117	-0.425305	0
scaffold574_182730	182730	182730	0.375	30415.8	0.1	28793.5	0.0548117	-0.425305	0
scaffold574_182758	182758	182758	0.375	30415.8	0.1	28793.5	0.0548117	-0.425305	0
scaffold574_183011	183011	183011	0.45	31678.3	0.275	28252.7	0.114442	-0.285795	0
scaffold574_183013	183013	183013	0.45	31678.3	0.275	28252.7	0.114442	-0.285795	0
scaffold574_210812	210812	210812	0.025	43602.9	0.075	36690.5	0.172606	-0.149715	0
scaffold574_290916	290916	290916	0.45	30134.5	0.5	24765	0.19624	-0.0944217	0
scaffold574_290925	290925	290925	0.075	25138.7	0.125	19401.4	0.259063	0.0525582	0
scaffold574_290967	290967	290967	0.4	20993.1	0.05	17884.2	0.160278	-0.178558	0
scaffold574_290971	290971	290971	0	20992.7	0.225	14589.9	0.363844	0.297702	0
scaffold574_290978	290978	290978	0.4	21004.4	0.05	15195.9	0.323706	0.203796	0
scaffold574_290979	290979	290979	0	21498.5	0.1	15037.6	0.357431	0.282699	0
scaffold574_291178	291178	291178	0.15	21464.9	0.425	15055.7	0.354658	0.276211	0
scaffold574_291209	291209	291209	0.15	21464.9	0.425	15055.7	0.354658	0.276211	0
scaffold574_291215	291215	291215	0.375	22336.1	0.375	17374.7	0.25119	0.0341386	0
scaffold574_296603	296603	296603	0.05	23368	0.05	18431.7	0.237295	0.00163008	0
scaffold574_296790	296790	296790	0.05	23368	0.05	18431.7	0.237295	0.00163008	0
scaffold574_296797	296797	296797	0.05	23368	0.05	18431.7	0.237295	0.00163008	0
scaffold574_296807	296807	296807	0.05	23368	0.05	18431.7	0.237295	0.00163008	0
scaffold574_297196	297196	297196	0.8	22171.8	0.475	17442.8	0.239894	0.00771066	0
scaffold574_297200	297200	297200	0	24993.2	0.2	20785.1	0.184371	-0.12219	0
scaffold574_297206	297206	297206	0.375	24034.5	0.05	26576.7	-0.100544	-0.788774	0
scaffold574_297219	297219	297219	0.375	24034.5	0.05	26576.7	-0.100544	-0.788774	0
scaffold574_399491	399491	399491	0.125	24689.2	0.075	24843.4	-0.00622558	-0.568108	0
scaffold574_399497	399497	399497	0.675	11817.3	0.4	13851.4	-0.158824	-0.925125	0
scaffold574_399514	399514	399514	0.05	11164.7	0.25	8295.57	0.297033	0.141392	0
scaffold574_399533	399533	399533	0.5	5669.13	0.075	5302.23	0.0669081	-0.397005	0
scaffold574_399559	399559	399559	0.3	5674.22	0.5	4663.11	0.196251	-0.0943959	0
scaffold574_399705	399705	399705	0.175	5166.56	0.075	3838.49	0.297129	0.141617	0
scaffold574_399717	399717	399717	0.9	4591.59	0.45	2237.81	0.718728	1.12798	0
scaffold574_399739	399739	399739	0.625	4577.33	0.225	2053.55	0.801545	1.32174	0
scaffold574_399745	399745	399745	0.625	4577.33	0.225	2053.55	0.801545	1.32174	0
scaffold574_399746	399746	399746	0	4584.01	0.1	2044.93	0.807209	1.33499	0
scaffold574_399757	399757	399757	0	4584.01	0.1	2044.93	0.807209	1.33499	0
scaffold574_399761	399761	399761	0.5	4551.51	0.1	2039.1	0.802952	1.32503	0
scaffold575_55005	55005	55005	0.325	15783.7	0.125	21149.6	-0.292641	-1.2382	0
scaffold575_55006	55006	55006	0.1	23721.2	0.025	25496	-0.0721529	-0.72235	0
scaffold575_106531	106531	106531	0	26072.3	0.1	24228.7	0.0733369	-0.381964	0
scaffold575_106542	106542	106542	0	26072.3	0.1	24228.7	0.0733369	-0.381964	0
scaffold575_106546	106546	106546	0.1	22582.6	0.025	23449.5	-0.0376701	-0.641675	0
scaffold575_107724	107724	107724	0.075	23338.3	0.1	23842.1	-0.0213555	-0.603505	0
scaffold575_107950	107950	107950	0.35	20181.7	0.175	21800.9	-0.0771789	-0.734109	0
scaffold575_108005	108005	108005	0.325	20723.9	0.125	22965.4	-0.102705	-0.79383	0
scaffold575_108006	108006	108006	0.325	20723.9	0.125	22965.4	-0.102705	-0.79383	0
scaffold575_123571	123571	123571	0.05	30845.8	0.375	17417.4	0.571531	0.783604	0
scaffold575_123888	123888	123888	0.05	30847.8	0.125	17235.8	0.582078	0.80828	0
scaffold575_123901	123901	123901	0.125	28530.7	0.2	15323.7	0.621581	0.900701	0
scaffold575_123917	123917	123917	0.5	26616.2	0.5	17591.2	0.414119	0.415325	0
scaffold575_180889	180889	180889	0.075	41111.2	0.475	22043.9	0.623247	0.904598	0
scaffold575_180902	180902	180902	0.825	35828.8	0.45	19947.7	0.58564	0.816614	0
scaffold575_180938	180938	180938	0.075	35832	0.475	19947.4	0.585746	0.816862	0
scaffold575_180945	180945	180945	0.825	35828.5	0.45	19946.5	0.585692	0.816735	0
scaffold575_180955	180955	180955	0.075	41118.3	0.475	21656	0.641173	0.946538	0
scaffold575_211653	211653	211653	0	44595.2	0.2	27538.8	0.482028	0.574204	0
scaffold575_211883	211883	211883	0	44595.2	0.2	27538.8	0.482028	0.574204	0
scaffold575_211932	211932	211932	0.175	35635.6	0.1	27291.9	0.266755	0.0705543	0
scaffold575_211933	211933	211933	0.175	35635.6	0.1	27291.9	0.266755	0.0705543	0
scaffold575_216716	216716	216716	0.125	34844.4	0.075	29116.5	0.179589	-0.133378	0
scaffold575_216749	216749	216749	0.125	34844.4	0.05	29997.1	0.149792	-0.203091	0
scaffold575_217001	217001	217001	0.125	34844.4	0.15	28839.3	0.189155	-0.110998	0
scaffold575_217009	217009	217009	0.125	34844.4	0.15	28839.3	0.189155	-0.110998	0
scaffold575_257150	257150	257150	0.1	30042.3	0.05	29126.3	0.0309625	-0.481103	0
scaffold575_257175	257175	257175	0.475	16783.2	0.375	17335.3	-0.0323672	-0.629268	0
scaffold575_257177	257177	257177	0.475	16783.2	0.375	17335.3	-0.0323672	-0.629268	0
scaffold575_257273	257273	257273	0.3	20474	0.225	17159.7	0.176594	-0.140385	0
scaffold575_257323	257323	257323	0.5	18708.4	0.475	15635	0.179461	-0.133678	0
scaffold575_264825	264825	264825	0.5	27807.7	0.475	22534.4	0.21027	-0.0615973	0
scaffold575_264837	264837	264837	0.125	37648.8	0.175	26584.2	0.347985	0.260599	0
scaffold575_265017	265017	265017	0.125	45687.9	0.05	37708.3	0.191952	-0.104454	0
scaffold575_265083	265083	265083	0.075	60449.2	0.05	42914.3	0.342599	0.247998	0
scaffold575_297351	297351	297351	0.275	59023.9	0.4	40165.5	0.384935	0.347047	0
scaffold575_297372	297372	297372	0.275	59023.9	0.375	39807.4	0.393889	0.367995	0
scaffold575_297384	297384	297384	0.2	58431.4	0.225	38291.5	0.422626	0.435228	0
scaffold575_297512	297512	297512	0.2	58431.4	0.225	38291.5	0.422626	0.435228	0
scaffold575_297521	297521	297521	0.075	58421.5	0.15	38413.5	0.419274	0.427386	0
scaffold575_297549	297549	297549	0.275	58417.2	0.4	38406.1	0.419393	0.427664	0
scaffold575_297601	297601	297601	0.075	62035.6	0.15	42055.4	0.388721	0.355904	0
scaffold575_309936	309936	309936	0.025	64415.1	0.075	41580	0.437729	0.470563	0
scaffold575_309980	309980	309980	0.2	63546.1	0.225	44187.2	0.363332	0.296505	0
scaffold575_309999	309999	309999	0.2	63546.1	0.375	43012	0.390287	0.359568	0
scaffold575_310139	310139	310139	0.2	63546.1	0.35	42989.3	0.390816	0.360806	0
scaffold575_311158	311158	311158	0.2	63546.1	0.3	44762.7	0.350391	0.266228	0
scaffold575_311360	311360	311360	0.2	63546.1	0.25	46313.4	0.316334	0.186549	0
scaffold575_331532	331532	331532	0.175	63596.7	0.2	46614.8	0.310645	0.173239	0
scaffold575_331545	331545	331545	0.175	63596.7	0.225	45714.9	0.330138	0.218844	0
scaffold575_331550	331550	331550	0	63635.5	0.1	43769.9	0.374225	0.32199	0
scaffold575_331807	331807	331807	0.175	63596.7	0.2	44293.4	0.361727	0.29275	0
scaffold575_331856	331856	331856	0.1	58809.7	0	44710.9	0.274088	0.0877105	0
scaffold575_332649	332649	332649	0.2	65154.9	0.225	44189.3	0.388284	0.354882	0
scaffold575_332694	332694	332694	0.2	65154.9	0.225	44189.3	0.388284	0.354882	0
scaffold575_332873	332873	332873	0.2	65154.9	0.375	43584.2	0.402073	0.387143	0
scaffold575_349494	349494	349494	0.175	66709.9	0.225	46629	0.358131	0.284336	0
scaffold575_386031	386031	386031	0	73190.5	0.2	45078.3	0.484663	0.580369	0
scaffold575_386375	386375	386375	0	73190.5	0.175	35039.6	0.736588	1.16977	0
scaffold575_386396	386396	386396	0	73190.5	0.25	35189	0.732333	1.15981	0
scaffold575_414458	414458	414458	0.3	59849	0.275	32918.8	0.597781	0.845018	0
scaffold575_414489	414489	414489	0.15	54652.8	0.05	27932.3	0.671217	1.01683	0
scaffold575_414651	414651	414651	0.7	54629.2	0.45	18471	1.08436	1.98341	0
scaffold576_36402	36402	36402	0.15	48658.2	0.1	32170.3	0.413777	0.414525	0
scaffold576_36593	36593	36593	0.075	58957.3	0.075	34109.5	0.547238	0.726769	0
scaffold576_36620	36620	36620	0.075	58957.3	0.025	37066.7	0.464095	0.532248	0
scaffold576_81003	81003	81003	0.025	64361	0.425	34374.4	0.627197	0.91384	0
scaffold576_81208	81208	81208	0.05	63423.7	0.425	35712.6	0.574334	0.790162	0
scaffold576_81210	81210	81210	0.05	63423.7	0.425	35712.6	0.574334	0.790162	0
scaffold576_121899	121899	121899	0.15	58031.5	0.05	52922.5	0.0921567	-0.337934	0
scaffold576_121903	121903	121903	0.05	59928.5	0.05	52922.5	0.124323	-0.262678	0
scaffold576_121941	121941	121941	0.15	59009.9	0.075	52008.4	0.126301	-0.25805	0
scaffold576_121956	121956	121956	0.175	58598.4	0.075	52008.4	0.119303	-0.274422	0
scaffold576_122166	122166	122166	0.15	60350.5	0.075	52008.4	0.148764	-0.205496	0
scaffold576_122206	122206	122206	0.15	60350.5	0.075	52008.4	0.148764	-0.205496	0
scaffold576_159078	159078	159078	0.075	66255	0.025	54462.4	0.196001	-0.0949808	0
scaffold576_159308	159308	159308	1	70940.5	0.325	39192.2	0.593365	-0.0949808	0
scaffold576_167278	167278	167278	1	70940.5	0.325	38281.9	0.616864	-0.0949808	0
scaffold576_171823	171823	171823	1	70940.5	0.325	38281.9	0.616864	-0.0949808	0
scaffold576_224187	224187	224187	0.275	49697.5	0.4	29656.6	0.51627	0.654316	0
scaffold576_224193	224193	224193	0.275	49697.5	0.4	29656.6	0.51627	0.654316	0
scaffold576_224204	224204	224204	0.15	47669.8	0.2	26594.7	0.583587	0.81181	0
scaffold576_224210	224210	224210	0.15	45557.7	0.2	23290.4	0.670937	1.01617	0
scaffold576_224211	224211	224211	0.15	45557.7	0.2	23290.4	0.670937	1.01617	0
scaffold576_224229	224229	224229	0.25	45601.3	0.375	21971	0.730214	1.15486	0
scaffold576_224235	224235	224235	0.325	27685.5	0.025	22203.8	0.220644	-0.0373264	0
scaffold576_224487	224487	224487	0.275	32056.7	0.425	19945	0.47453	0.556662	0
scaffold576_224490	224490	224490	0.2	34487.4	0.4	19250.8	0.583043	0.810538	0
scaffold576_224514	224514	224514	0.1	35436.6	0.175	20779.9	0.533759	0.695233	0
scaffold576_224526	224526	224526	0.175	35664.9	0.325	21889.5	0.48816	0.588551	0
scaffold576_224538	224538	224538	0.125	37421.4	0.15	25649.2	0.377732	0.330195	0
scaffold576_252164	252164	252164	0.5	28348.5	0.5	24282.5	0.154818	-0.191332	0
scaffold576_252184	252184	252184	0.5	24361.2	0.5	18521	0.27409	0.0877152	0
scaffold576_252197	252197	252197	0.5	24361.2	0.5	19193.9	0.238399	0.00421298	0
scaffold576_252254	252254	252254	0.5	24361.2	0.5	19193.9	0.238399	0.00421298	0
scaffold576_276024	276024	276024	0.1	25228.6	0	24339.7	0.0358712	-0.469618	0
scaffold576_276025	276025	276025	0.5	16702.6	0.45	14667.6	0.129924	-0.249574	0
scaffold576_276054	276054	276054	0.125	11866.2	0.025	13336.5	-0.116811	-0.826832	0
scaffold576_276063	276063	276063	0.15	9885.51	0.275	9971.21	-0.00863157	-0.573737	0
scaffold576_276065	276065	276065	0.45	4836.68	0.45	5484.95	-0.125778	-0.847811	0
scaffold576_276179	276179	276179	0.45	3319.89	0.475	3296.79	0.00698335	-0.537204	0
scaffold576_276211	276211	276211	0.425	3054.22	0.45	3290.13	-0.0744029	-0.727614	0
scaffold576_276212	276212	276212	0.425	3054.22	0.45	3290.13	-0.0744029	-0.727614	0
scaffold576_276219	276219	276219	0.175	2367.15	0.25	2467.29	-0.041433	-0.650478	0
scaffold576_276234	276234	276234	0.15	2367.32	0.15	2469.74	-0.0423517	-0.652628	0
scaffold576_276240	276240	276240	0.2	848.878	0	1480.44	-0.55618	-1.85477	0
scaffold576_276241	276241	276241	0.25	817.442	0.175	1290.01	-0.456229	-1.62093	0
scaffold576_276245	276245	276245	0.475	658.215	0.5	1202.63	-0.602733	-1.96369	0
scaffold576_276260	276260	276260	0.275	21.9167	0.325	23.8391	-0.0840798	-0.750254	0
scaffold576_276270	276270	276270	0.5	9.75385	0.45	9.70128	0.00540364	-0.5409	0
scaffold576_276271	276271	276271	0.175	7.64295	0.325	7.00128	0.0876902	-0.348383	0
scaffold577_378654	378654	378654	0.375	8778.32	0.25	5747.89	0.423451	0.437158	0
scaffold577_378659	378659	378659	0.025	9513.38	0.075	5666.97	0.518045	0.658469	0
scaffold577_378669	378669	378669	0.025	9511.58	0.25	5633.59	0.523764	0.671849	0
scaffold577_378680	378680	378680	0.025	9643.22	0.075	5652.14	0.534222	0.696317	0
scaffold577_378704	378704	378704	0.375	10266.2	0.225	6562.39	0.4475	0.493423	0
scaffold577_378708	378708	378708	0	18503.1	0.25	9506.18	0.665995	1.00461	0
scaffold577_378733	378733	378733	0.1	18256.4	0.1	14329.3	0.242207	0.0131221	0
scaffold577_389787	389787	389787	0.025	21084.2	0.125	15432.9	0.312022	0.17646	0
scaffold577_389934	389934	389934	0.025	21084.2	0.125	15432.9	0.312022	0.17646	0
scaffold577_389954	389954	389954	0.3	16315	0.15	14610.6	0.11034	-0.295392	0
scaffold577_393649	393649	393649	0.125	19206.8	0	16880.9	0.129084	-0.251539	0
scaffold577_393707	393707	393707	0.025	22803.1	0.275	13290.8	0.539822	0.709418	0
scaffold577_393892	393892	393892	0	23552.6	0.225	16979.5	0.327227	0.212034	0
scaffold577_393945	393945	393945	0	23552.6	0.225	16979.5	0.327227	0.212034	0
scaffold577_406134	406134	406134	0.525	18250.8	0.175	20421.3	-0.112368	-0.816437	0
scaffold577_425319	425319	425319	0.325	16208.2	0.2	17224.7	-0.0608261	-0.69585	0
scaffold577_425526	425526	425526	0.075	14784.5	0.05	16661.3	-0.119505	-0.833135	0
scaffold577_425549	425549	425549	0.025	14291.4	0.1	12963.3	0.0975398	-0.325339	0
scaffold577_425563	425563	425563	0.3	14137.4	0.2	12938.5	0.0886114	-0.346228	0
scaffold577_425599	425599	425599	0.175	10060.3	0.225	7616.23	0.27832	0.0976116	0
scaffold578_92272	92272	92272	0.1	17203.2	0	11037.5	0.443795	0.484755	0
scaffold578_92297	92297	92297	0.075	21263.5	0.15	11034.2	0.655992	0.981208	0
scaffold578_92314	92314	92314	0.05	21292.8	0.225	11070.4	0.65409	0.976758	0
scaffold578_92504	92504	92504	0.025	22916.1	0.175	12473.7	0.60822	0.869441	0
scaffold578_92541	92541	92541	0.025	22916.1	0.175	12473.7	0.60822	0.869441	0
scaffold578_92547	92547	92547	0.075	27458.5	0.15	20733.8	0.28091	0.103671	0
scaffold578_125130	125130	125130	0.175	27034.4	0.2	21657.6	0.221754	-0.0347294	0
scaffold578_125157	125157	125157	0.05	34071.3	0.05	27077.5	0.229752	-0.0160174	0
scaffold578_125181	125181	125181	0.05	34071.3	0.05	27077.5	0.229752	-0.0160174	0
scaffold578_132594	132594	132594	0.15	33603.5	0.25	24475.9	0.316942	0.187971	0
scaffold578_132663	132663	132663	0.15	33603.5	0.3	23833.3	0.343547	0.250216	0
scaffold578_132854	132854	132854	0.35	29007.8	0.45	22516.1	0.253336	0.0391594	0
scaffold578_132927	132927	132927	0.1	37793.2	0.125	30442.8	0.216279	-0.0475387	0
scaffold578_174225	174225	174225	0.575	33167.8	0.475	27868.8	0.174071	-0.146288	0
scaffold578_174228	174228	174228	0.575	33167.8	0.475	27868.8	0.174071	-0.146288	0
scaffold578_181550	181550	181550	0.125	45511.8	0.025	39435.8	0.143298	-0.218284	0
scaffold578_181552	181552	181552	0.275	37654.2	0.275	32396.9	0.150381	-0.201713	0
scaffold578_181569	181569	181569	0.125	37477.1	0.375	29440.8	0.241348	0.0111124	0
scaffold578_181840	181840	181840	0.425	37603.9	0.275	33438.8	0.11739	-0.278898	0
scaffold578_181870	181870	181870	0.125	49983.6	0.025	48264.1	0.0350072	-0.47164	0
scaffold578_200101	200101	200101	0.275	51275.7	0.325	46045.2	0.107594	-0.301817	0
scaffold578_200141	200141	200141	0.275	51275.7	0.325	46045.2	0.107594	-0.301817	0
scaffold578_200393	200393	200393	0.275	51275.7	0.325	46045.2	0.107594	-0.301817	0
scaffold578_237345	237345	237345	0	62600.7	0.1	65392	-0.0436234	-0.655603	0
scaffold578_237817	237817	237817	0.1	58175.3	0	69619.1	-0.179579	-0.973683	0
scaffold578_238146	238146	238146	0.2	53663.2	0.075	65338.5	-0.196855	-1.0141	0
scaffold578_238189	238189	238189	0.2	53663.2	0.075	65338.5	-0.196855	-1.0141	0
scaffold578_259374	259374	259374	0.125	56023.7	0.125	61997.9	-0.101325	-0.790601	0
scaffold578_259432	259432	259432	0.125	56023.7	0.125	61997.9	-0.101325	-0.790601	0
scaffold578_269470	269470	269470	0.65	46552.1	0.3	52215.5	-0.114807	-0.822143	0
scaffold578_269787	269787	269787	0.025	53299.6	0.15	55513.6	-0.0406998	-0.648763	0
scaffold578_302648	302648	302648	0.775	48577.4	0.4	49188.4	-0.0124995	-0.582786	0
scaffold578_302668	302668	302668	0.4	37709.7	0.075	61935.8	-0.496181	-1.7144	0
scaffold578_306724	306724	306724	0.55	38880	0.075	61935.8	-0.465619	-1.6429	0
scaffold578_327754	327754	327754	0.25	38115.1	0.05	60151.9	-0.456262	-1.62101	0
scaffold578_327757	327757	327757	0.075	31947.6	0.075	53448.9	-0.514627	-1.75756	0
scaffold578_327777	327777	327777	0.25	31946.9	0.05	53452.1	-0.514709	-1.75775	0
scaffold578_327791	327791	327791	0.25	31946.9	0.05	53452.1	-0.514709	-1.75775	0
scaffold578_327806	327806	327806	0.075	31977.4	0.075	53457.5	-0.513856	-1.75575	0
scaffold578_327815	327815	327815	0.1	31611.9	0.075	53457.5	-0.525354	-1.78265	0
scaffold578_327996	327996	327996	0.25	31639.4	0.05	53666.1	-0.52838	-1.78973	0
scaffold578_328012	328012	328012	0.075	31633.6	0.075	52073.3	-0.498431	-1.71966	0
scaffold578_328013	328013	328013	0.075	31633.6	0.075	52073.3	-0.498431	-1.71966	0
scaffold578_328014	328014	328014	0.075	31633.6	0.075	52073.3	-0.498431	-1.71966	0
scaffold578_328020	328020	328020	0.25	32076.3	0.05	53379.8	-0.509315	-1.74513	0
scaffold578_328042	328042	328042	0.25	32076.3	0.05	53379.8	-0.509315	-1.74513	0
scaffold578_336604	336604	336604	0.1	38205.8	0.1	53002.4	-0.32735	-1.31941	0
scaffold578_336643	336643	336643	0	38228.9	0.1	47949.5	-0.226558	-1.08359	0
scaffold578_336854	336854	336854	0.1	38205.8	0.075	50395.1	-0.276908	-1.20139	0
scaffold578_336866	336866	336866	0.1	38205.8	0.1	50423.4	-0.277467	-1.2027	0
scaffold578_425411	425411	425411	0.25	24064.6	0.275	33909	-0.34294	-1.35588	0
scaffold578_425433	425433	425433	0.2	22849.9	0.125	32371.3	-0.348323	-1.36847	0
scaffold578_425438	425438	425438	0.25	22852.6	0.275	32373.5	-0.348275	-1.36836	0
scaffold578_425616	425616	425616	0	22886.8	0.25	27774.2	-0.193544	-1.00636	0
scaffold579_25854	25854	25854	0.4	10067.9	0.3	10755.1	-0.0660318	-0.708029	0
scaffold579_25855	25855	25855	0.4	10067.9	0.3	10755.1	-0.0660318	-0.708029	0
scaffold579_25893	25893	25893	0.375	11706.9	0.325	11748.6	-0.00355518	-0.56186	0
scaffold579_41788	41788	41788	0.15	19236.6	0.075	18000.3	0.0664234	-0.398139	0
scaffold579_41827	41827	41827	0.075	23996.2	0.075	17949.8	0.290317	0.12568	0
scaffold579_41849	41849	41849	0.025	24257	0.225	16365.6	0.393526	0.367146	0
scaffold579_41859	41859	41859	0	24531.8	0.225	16365.6	0.40479	0.393499	0
scaffold579_47082	47082	47082	0.1	23051.4	0.05	16714.1	0.321477	0.198581	0
scaffold579_47104	47104	47104	0.05	23228.9	0.3	15124.3	0.429095	0.450363	0
scaffold579_47133	47133	47133	0.55	18591.6	0.175	12979	0.359378	0.287254	0
